bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,is_suspicious
8834,7076,2024-04-25T04:26:38Z,2024-04-25T05:22:54Z,227.237.131.190,FR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:26:38Z,None,0
644,51411,2024-04-25T10:43:30Z,2024-04-25T11:13:24Z,11.154.80.230,DE,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:43:30Z,None,0
2530,6068,2024-04-25T05:01:57Z,2024-04-25T05:03:18Z,68.205.25.146,FR,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:01:57Z,None,0
4801,12265,2024-04-25T13:28:58Z,2024-04-25T13:45:41Z,6.139.100.21,DE,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:28:58Z,None,0
2240,1826,2024-04-25T16:11:53Z,2024-04-25T16:31:21Z,20.43.209.48,DE,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:11:53Z,None,0
8848,6727,2024-04-25T03:20:57Z,2024-04-25T03:32:31Z,149.16.32.148,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:20:57Z,None,0
3289,2600,2024-04-25T03:54:21Z,2024-04-25T04:07:27Z,135.31.171.6,IN,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:54:21Z,None,0
6334,30053,2024-04-25T08:39:43Z,2024-04-25T09:32:59Z,54.212.253.85,GB,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:39:43Z,None,0
3460,4312,2024-04-25T14:36:03Z,2024-04-25T14:36:15Z,185.108.76.30,US,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:36:03Z,None,0
1835,15451,2024-04-25T03:21:43Z,2024-04-25T03:30:11Z,117.189.236.106,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:21:43Z,None,0
2927,5655,2024-04-25T08:51:02Z,2024-04-25T09:29:09Z,170.138.247.70,BR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:51:02Z,None,0
13312,4618,2024-04-25T00:57:04Z,2024-04-25T01:00:26Z,110.103.245.224,BR,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:57:04Z,None,0
2609,5147,2024-04-25T01:56:10Z,2024-04-25T02:00:00Z,174.33.94.59,FR,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:56:10Z,None,0
210,9737,2024-04-25T00:25:40Z,2024-04-25T00:52:41Z,46.235.86.202,FR,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:25:40Z,None,0
4272,11778,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule,1
10572,2376,2024-04-25T10:14:10Z,2024-04-25T10:18:10Z,240.233.143.17,FR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:14:10Z,None,0
402,9837,2024-04-25T04:49:10Z,2024-04-25T04:51:42Z,251.102.89.119,IN,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:49:10Z,None,0
654,8145,2024-04-25T00:42:14Z,2024-04-25T01:07:58Z,195.91.122.179,CN,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:42:14Z,None,0
1921,13180,2024-04-25T11:20:06Z,2024-04-25T11:29:26Z,105.119.94.21,US,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:20:06Z,None,0
1297,6650,2024-04-25T16:33:10Z,2024-04-25T16:36:54Z,182.56.253.145,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:33:10Z,None,0
718,2777,2024-04-25T04:12:59Z,2024-04-25T04:54:05Z,137.145.61.109,DE,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:12:59Z,None,0
11358,24124,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule,1
1272,2881,2024-04-25T08:54:14Z,2024-04-25T09:30:08Z,205.217.222.203,GB,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:54:14Z,None,0
6110,6798,2024-04-25T08:42:17Z,2024-04-25T09:02:32Z,212.211.204.15,FR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:42:17Z,None,0
5974,10455,2024-04-25T10:34:05Z,2024-04-25T11:29:05Z,204.92.87.153,FR,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:34:05Z,None,0
4124,4699,2024-04-25T17:32:31Z,2024-04-25T18:19:37Z,40.33.45.11,GB,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:32:31Z,None,0
3979,5290,2024-04-25T16:21:24Z,2024-04-25T17:14:53Z,225.23.83.151,BR,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:21:24Z,None,0
5603,290,2024-04-25T02:02:32Z,2024-04-25T02:21:05Z,194.130.252.117,DE,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:02:32Z,None,0
2059,3497,2024-04-25T01:24:51Z,2024-04-25T01:52:27Z,196.178.62.193,BR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:24:51Z,None,0
808,918,2024-04-25T06:15:12Z,2024-04-25T06:22:50Z,244.227.10.220,DE,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:15:12Z,None,0
1113,2416,2024-04-25T06:49:41Z,2024-04-25T07:19:52Z,96.13.96.207,DE,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:49:41Z,None,0
4678,3060,2024-04-25T12:48:49Z,2024-04-25T13:19:03Z,98.33.125.166,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:48:49Z,None,0
2539,2344,2024-04-25T22:05:27Z,2024-04-25T22:10:34Z,227.40.91.148,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:05:27Z,None,0
5348,7082,2024-04-25T15:52:23Z,2024-04-25T16:47:21Z,50.201.117.115,FR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:52:23Z,None,0
8476,1724,2024-04-25T14:58:33Z,2024-04-25T15:14:56Z,222.73.251.46,DE,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:58:33Z,None,0
254,753,2024-04-25T17:46:46Z,2024-04-25T18:44:30Z,217.72.23.86,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:46:46Z,None,0
4565,10788,2024-04-25T22:13:35Z,2024-04-25T23:09:38Z,208.248.206.114,GB,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:13:35Z,None,0
9116,2075,2024-04-25T14:42:21Z,2024-04-25T14:45:51Z,229.3.10.23,CN,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:42:21Z,None,0
3221,1549,2024-04-25T20:34:16Z,2024-04-25T20:55:17Z,240.100.45.186,DE,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:34:16Z,None,0
11560,5028,2024-04-25T21:03:36Z,2024-04-25T22:02:43Z,19.226.62.185,BR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:03:36Z,None,0
8139,9536,2024-04-25T04:22:37Z,2024-04-25T04:27:22Z,236.17.223.26,DE,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:22:37Z,None,0
3701,8226,2024-04-25T02:50:31Z,2024-04-25T03:28:24Z,153.209.71.4,DE,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:50:31Z,None,0
426,6137,2024-04-25T04:19:15Z,2024-04-25T05:14:44Z,206.93.146.151,IN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:19:15Z,None,0
1614,1446,2024-04-25T01:35:08Z,2024-04-25T01:46:24Z,40.66.151.126,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:35:08Z,None,0
2728,3138,2024-04-25T12:44:02Z,2024-04-25T13:36:19Z,111.242.171.49,GB,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:44:02Z,None,0
5445,675,2024-04-25T10:53:28Z,2024-04-25T11:31:59Z,147.254.17.57,BR,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:53:28Z,None,0
3849,9291,2024-04-25T10:16:03Z,2024-04-25T10:40:59Z,244.111.92.241,JP,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:16:03Z,None,0
1047,14167,2024-04-25T13:12:45Z,2024-04-25T13:45:29Z,147.43.34.219,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:12:45Z,None,0
909,4687,2024-04-25T15:58:18Z,2024-04-25T16:12:45Z,205.167.58.109,JP,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:58:18Z,None,0
2490,1522,2024-04-25T18:37:23Z,2024-04-25T19:31:57Z,250.254.192.81,BR,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:37:23Z,None,0
6626,11764,2024-04-25T21:00:33Z,2024-04-25T21:44:02Z,81.225.76.51,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:00:33Z,None,0
3164,13236,2024-04-25T02:34:34Z,2024-04-25T03:29:53Z,185.242.253.76,CN,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:34:34Z,None,0
13259,7874,2024-04-25T15:11:55Z,2024-04-25T15:38:01Z,254.150.112.250,JP,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:11:55Z,None,0
10108,3078,2024-04-25T10:20:11Z,2024-04-25T10:41:59Z,242.229.29.127,US,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:20:11Z,None,0
1421,9985,2024-04-25T08:05:29Z,2024-04-25T08:38:31Z,14.50.61.219,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:05:29Z,None,0
9440,7447,2024-04-25T21:34:21Z,2024-04-25T22:21:43Z,201.75.223.54,GB,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:34:21Z,None,0
1156,5501,2024-04-25T03:57:39Z,2024-04-25T04:21:22Z,148.238.157.240,GB,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:57:39Z,None,0
574,6206,2024-04-25T19:40:16Z,2024-04-25T20:11:53Z,253.121.186.179,GB,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:40:16Z,None,0
4896,3955,2024-04-25T11:21:31Z,2024-04-25T11:45:06Z,125.84.81.219,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:21:31Z,None,0
1141,1270,2024-04-25T16:47:02Z,2024-04-25T17:44:13Z,250.29.175.223,BR,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:47:02Z,None,0
8686,5236,2024-04-25T13:46:05Z,2024-04-25T14:29:02Z,154.77.174.94,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:46:05Z,None,0
8611,598,2024-04-25T21:34:14Z,2024-04-25T22:14:18Z,148.201.127.232,US,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:34:14Z,None,0
1788,20324,2024-04-25T17:48:38Z,2024-04-25T18:46:43Z,136.137.165.254,GB,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:48:38Z,None,0
889,14253,2024-04-25T15:39:14Z,2024-04-25T16:14:19Z,169.213.36.124,GB,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:39:14Z,None,0
896,12448,2024-04-25T09:57:24Z,2024-04-25T10:25:33Z,202.203.141.18,FR,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:57:24Z,None,0
527,3546,2024-04-25T16:22:50Z,2024-04-25T17:02:54Z,106.24.20.24,IN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:22:50Z,None,0
6866,5799,2024-04-25T13:27:21Z,2024-04-25T13:43:54Z,225.226.126.87,IN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:27:21Z,None,0
4254,7610,2024-04-25T13:14:30Z,2024-04-25T13:52:40Z,185.198.203.10,JP,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:14:30Z,None,0
11601,559,2024-04-25T15:30:11Z,2024-04-25T15:45:11Z,53.198.66.88,DE,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:30:11Z,None,0
23024,26805,2024-04-25T08:26:22Z,2024-04-25T08:41:07Z,19.140.254.71,IN,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:26:22Z,None,0
701,450,2024-04-25T20:09:43Z,2024-04-25T20:32:47Z,55.141.123.192,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:09:43Z,None,0
7741,3588,2024-04-25T12:41:31Z,2024-04-25T13:01:30Z,10.234.120.158,BR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:41:31Z,None,0
3308,1746,2024-04-25T01:10:17Z,2024-04-25T01:53:36Z,62.150.51.216,IN,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:10:17Z,None,0
6096,26108,2024-04-25T18:40:38Z,2024-04-25T19:19:01Z,200.139.136.110,IN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:40:38Z,None,0
18641,632,2024-04-25T03:50:04Z,2024-04-25T04:08:45Z,31.87.52.170,US,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:50:04Z,None,0
18191,13294,2024-04-25T02:24:50Z,2024-04-25T03:08:30Z,88.70.118.233,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:24:50Z,None,0
7802,15928,2024-04-25T05:18:13Z,2024-04-25T05:35:45Z,149.86.74.116,CN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:18:13Z,None,0
9533,10,2024-04-25T18:23:46Z,2024-04-25T18:26:43Z,161.197.129.191,BR,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:23:46Z,None,0
7595,17356,2024-04-25T07:23:44Z,2024-04-25T08:14:58Z,94.115.26.32,DE,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:23:44Z,None,0
1625,650,2024-04-25T03:34:45Z,2024-04-25T03:39:04Z,107.214.159.59,CN,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:34:45Z,None,0
587,2205,2024-04-25T01:59:37Z,2024-04-25T02:50:08Z,76.31.180.37,DE,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:59:37Z,None,0
3798,6541,2024-04-25T16:54:00Z,2024-04-25T17:40:41Z,68.174.68.62,JP,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:54:00Z,None,0
14519,3029,2024-04-25T13:35:25Z,2024-04-25T13:35:37Z,245.90.143.221,GB,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:35:25Z,None,0
1844,1865,2024-04-25T19:14:31Z,2024-04-25T19:26:05Z,228.188.57.195,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:14:31Z,None,0
3046,1696,2024-04-25T06:10:54Z,2024-04-25T06:29:20Z,16.7.233.42,GB,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:10:54Z,None,0
1953,4078,2024-04-25T06:35:47Z,2024-04-25T06:41:35Z,17.218.70.215,IN,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:35:47Z,None,0
594,7152,2024-04-25T12:55:25Z,2024-04-25T13:04:37Z,92.101.247.82,JP,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:55:25Z,None,0
4537,4952,2024-04-25T11:22:55Z,2024-04-25T12:08:29Z,243.144.132.181,US,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:22:55Z,None,0
2408,16940,2024-04-25T08:11:04Z,2024-04-25T08:27:58Z,15.101.136.164,IN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:11:04Z,None,0
709,1076,2024-04-25T14:05:09Z,2024-04-25T15:03:23Z,56.45.194.141,FR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:05:09Z,None,0
981,6503,2024-04-25T10:46:00Z,2024-04-25T10:56:38Z,242.207.13.182,US,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:46:00Z,None,0
3812,5766,2024-04-25T21:57:24Z,2024-04-25T22:10:33Z,46.39.193.189,FR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:57:24Z,None,0
583,9332,2024-04-25T04:27:52Z,2024-04-25T05:15:50Z,103.111.111.241,IN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:27:52Z,None,0
7575,7950,2024-04-25T02:58:46Z,2024-04-25T03:22:43Z,169.163.138.2,CN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:58:46Z,None,0
3402,61,2024-04-25T13:07:09Z,2024-04-25T14:04:16Z,167.68.249.120,GB,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:07:09Z,None,0
1966,5940,2024-04-25T15:06:31Z,2024-04-25T16:01:41Z,23.64.245.21,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:06:31Z,None,0
7512,7568,2024-04-25T02:23:35Z,2024-04-25T03:20:14Z,102.159.174.22,BR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:23:35Z,None,0
13530,30174,2024-04-25T04:45:40Z,2024-04-25T05:25:10Z,97.204.198.174,FR,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:45:40Z,None,0
7306,3980,2024-04-25T06:08:08Z,2024-04-25T06:36:12Z,161.13.56.57,JP,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:08:08Z,None,0
5194,473,2024-04-25T18:05:50Z,2024-04-25T18:16:17Z,81.171.122.181,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:05:50Z,None,0
11851,10648,2024-04-25T03:13:37Z,2024-04-25T04:11:57Z,219.242.82.95,JP,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:13:37Z,None,0
516,7606,2024-04-25T07:39:39Z,2024-04-25T08:14:43Z,170.111.224.49,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:39:39Z,None,0
49,4836,2024-04-25T23:21:55Z,2024-04-26T00:17:49Z,4.117.159.66,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:21:55Z,None,0
3130,27605,2024-04-25T05:11:28Z,2024-04-25T05:40:28Z,152.143.140.211,BR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:11:28Z,None,0
2644,19192,2024-04-25T02:40:44Z,2024-04-25T02:43:21Z,114.62.231.217,IN,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:40:44Z,None,0
17802,1829,2024-04-25T00:45:26Z,2024-04-25T01:08:37Z,223.67.195.238,FR,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:45:26Z,None,0
1295,9822,2024-04-25T13:29:42Z,2024-04-25T14:07:29Z,46.114.141.211,CN,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:29:42Z,None,0
33777,20132,2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:00:00Z,waf_rule,1
20,7407,2024-04-25T06:57:12Z,2024-04-25T07:47:02Z,20.23.97.208,BR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:57:12Z,None,0
13632,2037,2024-04-25T21:49:07Z,2024-04-25T22:43:43Z,160.228.75.219,FR,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:49:07Z,None,0
8141,3346,2024-04-25T19:58:25Z,2024-04-25T20:47:53Z,242.177.135.218,DE,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:58:25Z,None,0
2392,8067,2024-04-25T14:00:50Z,2024-04-25T14:27:17Z,187.255.178.151,BR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:00:50Z,None,0
2544,372,2024-04-25T03:03:51Z,2024-04-25T03:04:10Z,92.254.58.253,GB,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:03:51Z,None,0
17836,15510,2024-04-25T18:58:53Z,2024-04-25T19:37:16Z,188.202.247.109,DE,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:58:53Z,None,0
4517,2459,2024-04-25T01:58:16Z,2024-04-25T02:36:20Z,113.103.58.147,CN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:58:16Z,None,0
1127,18300,2024-04-25T22:14:06Z,2024-04-25T23:08:40Z,47.207.99.105,DE,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:14:06Z,None,0
436,7450,2024-04-25T05:08:16Z,2024-04-25T05:12:01Z,235.38.242.148,FR,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:08:16Z,None,0
11645,4258,2024-04-25T15:59:57Z,2024-04-25T16:12:50Z,92.212.1.213,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:59:57Z,None,0
5030,11570,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule,1
1966,885,2024-04-25T11:22:15Z,2024-04-25T12:15:27Z,22.248.241.51,JP,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:22:15Z,None,0
569,4765,2024-04-25T08:26:03Z,2024-04-25T09:14:27Z,107.2.220.94,BR,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:26:03Z,None,0
8740,4822,2024-04-25T00:25:10Z,2024-04-25T00:29:10Z,18.74.160.101,BR,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:25:10Z,None,0
699,8024,2024-04-25T14:56:58Z,2024-04-25T14:58:31Z,221.57.41.42,US,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:56:58Z,None,0
